Observation, Year, Month, Day, Date, Latitude, Longitude, Zonal Winds, Meridional Winds, Humidity, Air Temp, Sea Surface Temp
90136,95,6,22,950622,-1.99,-179.88,-3.8,-0.3,75.1,28.39,29.3
90137,95,6,23,950623,-2,-179.88,-6.5,-2.5,76.8,28.47,29.21
90138,95,6,24,950624,-1.99,-179.88,-5.6,-1.9,75.9,28.39,29.02
90139,95,6,25,950625,-1.99,-179.87,-7.2,-0.3,74.2,28.55,28.97
90140,95,6,26,950626,-1.99,-179.87,-4.1,0.2,75.1,28.31,28.77
90141,95,6,27,950627,-1.99,-179.87,-4.2,-0.6,78.9,28.35,28.89
90142,95,6,28,950628,-1.99,-179.87,-4.3,0,72.5,28.39,28.73
90143,95,6,29,950629,-1.99,-179.87,-1.2,2.7,73.4,28.39,28.92
90144,95,6,30,950630,-1.99,-179.87,-0.3,-1.9,76.4,28.47,29.18
90145,95,7,1,950701,-1.99,-179.87,-2,-2.8,73.8,28.23,29.11
90146,95,7,2,950702,-2,-179.86,-2,-0.9,75.1,28.19,29.16
90147,95,7,3,950703,-1.99,-179.86,-4.8,-0.7,75.1,28.39,29.17
90148,95,7,4,950704,-1.99,-179.86,-5.3,-2.6,76.8,28.63,29.01
90149,95,7,5,950705,-1.99,-179.86,-5.4,-1.7,74.7,28.47,29.05
90150,95,7,6,950706,-1.99,-179.87,-8.1,-2.5,76.4,28.59,28.93
90151,95,7,7,950707,-2,-179.87,-8.1,-1.4,74.7,28.92,28.92
90152,95,7,8,950708,-1.99,-179.87,-7.2,2.2,75.9,28.79,29.01
90153,95,7,9,950709,-2,-179.87,-7.3,-0.1,74.7,28.71,29.07
90154,95,7,10,950710,-1.99,-179.88,.,.,.,.,.
90155,95,7,11,950711,-2.01,-179.88,.,.,.,.,.
90156,95,7,12,950712,-2,-179.89,-3.2,1.2,77.7,28.07,28.98
90157,95,7,13,950713,-1.99,-179.88,-2.8,-4.1,80.2,28.03,28.93
90158,95,7,14,950714,-1.99,-179.88,-4.1,-3,77.7,28.15,28.76
90159,95,7,15,950715,-1.99,-179.87,-3.2,-0.4,74.7,27.9,28.8
90160,95,7,16,950716,-1.99,-179.87,-2.5,0.4,71.2,27.9,29.03
90161,95,7,17,950717,-1.99,-179.87,-4,1.3,69.1,28.19,29.01
90162,95,7,18,950718,-1.99,-179.87,-4,-0.2,71.2,28.07,28.95
90163,95,7,19,950719,-1.99,-179.88,-1.3,-4.1,72.5,28.03,28.92
90164,95,7,20,950720,-1.99,-179.87,-0.7,-2.8,70.4,27.78,28.93
90165,95,7,21,950721,-2,-179.86,-4.2,0.7,67.8,27.99,29.29
90166,95,7,22,950722,-1.99,-179.87,-5.9,0.1,71.2,28.43,29.06
90167,95,7,23,950723,-1.99,-179.88,-5.7,-4.3,79.4,28.07,29.1
90168,95,7,24,950724,-2,-179.87,-5.3,-1.3,74.2,28.31,28.93
90169,95,7,25,950725,-1.99,-179.86,-4,5.5,72.9,28.55,28.93
90170,95,7,26,950726,-1.99,-179.87,-6.3,2.5,74.2,28.79,28.88
90171,95,7,27,950727,-1.99,-179.86,-4.1,-1.3,81.1,27.46,28.96
90172,95,7,28,950728,-2,-179.87,-5.8,-0.4,79.4,28.03,28.85
90173,95,7,29,950729,-2,-179.87,-7.2,-0.1,75.1,28.67,28.82
90174,95,7,30,950730,-2,-179.87,-5.9,-1.4,70.4,28.47,28.85
90175,95,7,31,950731,-1.99,-179.87,-5,-0.1,72.9,28.35,28.9
90176,95,8,1,950801,-1.99,-179.87,-7.6,1.2,77.7,28.11,28.91
90177,95,8,2,950802,-1.99,-179.89,-8.2,-3.5,70.8,28.51,28.81
90178,95,8,3,950803,-2,-179.87,-6.7,-2.7,76.4,28.31,28.8
90179,95,8,4,950804,-1.99,-179.87,-6.9,2.8,80.7,28.19,28.88
90180,95,8,5,950805,-1.99,-179.87,-6.7,0.4,75.1,28.43,28.86
90181,95,8,6,950806,-2,-179.89,-3.8,-1.8,81.1,27.99,29
90182,95,8,7,950807,-2,-179.88,-4.7,-1.4,78.9,28.15,28.86
90183,95,8,8,950808,-2,-179.87,-4,0,74.2,28.19,28.69
90184,95,8,9,950809,-2,-179.87,-4.4,0.7,73.8,28.15,28.86
90185,95,8,10,950810,-1.99,-179.88,-4.2,0.7,72.5,28.23,28.85
90186,95,8,11,950811,-1.99,-179.87,-2.6,-3.9,75.1,28.27,29.04
90187,95,8,12,950812,-1.99,-179.88,-4.3,-3,73.8,28.11,28.92
90188,95,8,13,950813,-1.99,-179.88,-6.5,0.4,73.4,28.39,28.88
90189,95,8,14,950814,-1.99,-179.87,-7.2,-0.7,75.9,28.43,28.83
90190,95,8,15,950815,-1.99,-179.88,-6.2,-1.8,73.4,28.23,28.82
90191,95,8,16,950816,-2,-179.88,-3.8,-2.4,75.9,28.07,28.86
90192,95,8,17,950817,-2,-179.88,-4.1,-2.6,77.7,28.11,29
90193,95,8,18,950818,-1.99,-179.88,-5.8,-0.2,73.8,27.9,29.03
90194,95,8,19,950819,-1.99,-179.87,-4.9,-0.9,71.7,27.74,28.93
90195,95,8,20,950820,-1.99,-179.88,-4.7,-2.7,77.7,27.74,28.76
90196,95,8,21,950821,-1.99,-179.88,-6.8,-1.9,78.5,28.11,28.25
90197,95,8,22,950822,-2,-179.88,-7.9,-1,74.7,28.31,28.12
90198,95,8,23,950823,-2,-179.88,-5.9,-2.2,75.9,28.11,28.14
90199,95,8,24,950824,-2,-179.88,-5.5,1.3,78.1,28.11,28.35
90200,95,8,25,950825,-2,-179.88,-5,-0.3,83.6,27.54,28.4
90201,95,8,26,950826,-1.99,-179.88,-5.6,-0.6,81.1,28.03,28.53
90202,95,8,27,950827,-1.99,-179.88,-8.1,-1.4,79.4,28.19,28.59
90203,95,8,28,950828,-1.99,-179.88,-8.9,-1.1,75.5,28.67,28.58
90204,95,8,29,950829,-2,-179.88,-7.4,-2.2,77.7,28.43,28.56
90205,95,8,30,950830,-1.99,-179.88,-7.2,-0.3,78.9,28.35,28.59
90206,95,8,31,950831,-1.98,-179.87,-8.9,1.8,78.1,28.47,28.53
90207,95,9,1,950901,-1.99,-179.88,-8,0.6,74.7,28.63,28.57
90208,95,9,2,950902,-1.99,-179.88,-6.8,-1.9,74.7,28.35,28.66
90209,95,9,3,950903,-2,-179.87,-6.1,-3.9,74.2,28.15,28.7
90210,95,9,4,950904,-1.98,-179.89,-8,-1.7,74.2,28.27,28.77
90211,95,9,5,950905,-1.99,-179.88,-7.9,1.5,77.7,28.55,28.62
90212,95,9,6,950906,-1.99,-179.88,-7.8,1.9,78.5,28.63,28.5
90213,95,9,7,950907,-1.99,-179.89,-6.5,-2.3,78.9,28.39,28.58
90214,95,9,8,950908,-1.99,-179.88,-5,-3.7,78.1,27.9,28.67
90215,95,9,9,950909,-1.99,-179.88,-6.2,-2.2,73.4,27.86,28.73
90216,95,9,10,950910,-1.99,-179.89,-6.8,-0.4,76.4,27.99,28.8
90217,95,9,11,950911,-1.99,-179.88,-6.3,0.4,76.8,28.19,28.79
90218,95,9,12,950912,-1.99,-179.88,-5.4,-1.7,78.1,28.03,28.83
90219,95,9,13,950913,-1.99,-179.88,-5.5,-4.4,77.2,27.82,28.58
90220,95,9,14,950914,-2,-179.88,-6.6,-3.4,74.7,27.7,27.9
90221,95,9,15,950915,-2,-179.88,-6.4,1,74.2,27.86,27.98
90222,95,9,16,950916,-1.99,-179.88,-6.9,1.5,79.8,27.99,28.01
90223,95,9,17,950917,-1.99,-179.88,-6.2,-1.8,77.7,27.95,28.13
90224,95,9,18,950918,-2,-179.88,-5,-3.7,77.7,27.86,28.29
90225,95,9,19,950919,-1.99,-179.88,-5.2,-0.7,76.4,27.82,28.41
90226,95,9,20,950920,-1.99,-179.88,-4,1.1,78.1,27.99,28.49
90227,95,9,21,950921,-1.99,-179.88,-6,0.9,79.4,28.23,28.56
90228,95,9,22,950922,-1.98,-179.88,-5.8,-1.4,81.5,28.35,28.52
90229,95,9,23,950923,-1.99,-179.87,-5.3,-4.6,80.7,28.07,28.53
90230,95,9,24,950924,-1.99,-179.87,-4,-2.2,76.8,27.7,28.54
90231,95,9,25,950925,-1.99,-179.87,-4.9,0.1,75.1,27.78,28.67
90232,95,9,26,950926,-1.99,-179.87,-6.5,-1.1,75.5,27.95,28.6
90233,95,9,27,950927,-1.99,-179.87,-5.8,-3.5,77.7,27.78,28.53
90234,95,9,28,950928,-1.99,-179.87,-4.4,-0.6,74.7,27.82,28.65
90235,95,9,29,950929,-1.99,-179.86,-5.8,-3.3,76.8,27.86,28.6
90236,95,9,30,950930,-1.99,-179.87,-7.8,-3.1,73.4,28.07,28.51
90237,95,10,1,951001,-1.98,-179.87,-8.3,-1.4,72.1,28.15,28.52
90238,95,10,2,951002,-1.99,-179.87,-7.1,1.5,80.2,27.46,28.54
90239,95,10,3,951003,-2,-179.88,-7.2,-0.3,75.9,28.07,28.22
90240,95,10,4,951004,-1.99,-179.88,-5.9,-2.5,72.9,27.78,28.01
90241,95,10,5,951005,-1.99,-179.87,-2.5,0.2,71.2,27.66,28.49
90242,95,10,6,951006,-1.98,-179.87,-2.2,0.8,73.4,27.74,28.77
90243,95,10,7,951007,-1.99,-179.87,-4.2,-3.2,74.7,27.9,28.64
90244,95,10,8,951008,-1.99,-179.87,-4.6,-3.7,74.2,27.9,28.51
90245,95,10,9,951009,-1.99,-179.87,-7,-0.2,74.7,27.99,28.53
90246,95,10,10,951010,-1.99,-179.86,-4.3,-1.3,74.7,27.86,28.56
90247,95,10,11,951011,-1.99,-179.87,-3.2,-2.5,74.7,27.78,28.74
90248,95,10,12,951012,-2,-179.87,-5.3,-4.4,73.4,27.66,28.65
90249,95,10,13,951013,-1.99,-179.86,-5.2,-3.2,72.5,27.66,28.59
90250,95,10,14,951014,-2,-179.85,-5.3,0.2,72.5,27.66,28.66
90251,95,10,15,951015,-2,-179.86,-5.5,1.3,72.9,27.74,28.64
90252,95,10,16,951016,-1.99,-179.87,-3.1,-0.9,72.5,27.62,28.68
90253,95,10,17,951017,-2,-179.86,-4.9,-4.3,74.7,27.62,28.74
90254,95,10,18,951018,-2,-179.87,-5.6,-1.9,76.4,27.58,28.54
90255,95,10,19,951019,-1.99,-179.87,-5.1,0.4,78.5,27.54,28.55
90256,95,10,20,951020,-1.99,-179.87,-4.8,-0.3,76.8,27.58,28.61
90257,95,10,21,951021,-2,-179.87,-5.4,-3.2,77.7,27.46,28.29
90258,95,10,22,951022,-2,-179.87,-3.4,-2.1,73.4,27.14,27.92
90259,95,10,23,951023,-2,-179.87,-4.2,-2.1,70.4,27.26,27.85
90260,95,10,24,951024,-2,-179.87,-5.3,-3,72.1,27.46,27.78
90261,95,10,25,951025,-2,-179.87,-6.1,-2.2,73.4,27.54,27.75
90262,95,10,26,951026,-1.99,-179.87,-7.1,-0.8,69.5,27.74,27.69
90263,95,10,27,951027,-1.98,-179.87,-7.8,-1.7,70,27.99,27.72
90264,95,10,28,951028,-1.98,-179.88,-6.9,-1.2,69.5,27.86,27.86
90265,95,10,29,951029,-1.98,-179.88,-7.7,0.2,74.2,28.03,28.04
90266,95,10,30,951030,-1.98,-179.87,-6.5,-1.1,70.8,27.9,28.16
90267,95,10,31,951031,-1.98,-179.87,-5.9,-1.4,73.4,27.82,28.34
90268,95,11,1,951101,-1.98,-179.87,-6.8,-0.2,73.4,27.99,28.55
90269,95,11,2,951102,-1.99,-179.87,-5.3,0.4,77.2,27.95,28.48
90270,95,11,3,951103,-1.99,-179.87,-4.9,0.6,77.2,27.9,28.6
90271,95,11,4,951104,-1.99,-179.87,-5.3,-2.6,73.8,27.74,28.56
90272,95,11,5,951105,-1.99,-179.87,-4.8,-3.1,72.1,27.46,28.43
90273,95,11,6,951106,-2,-179.86,-3.8,-0.5,73.4,27.26,28.37
90274,95,11,7,951107,-1.99,-179.88,-4.1,-0.9,73.8,27.54,28.24
90275,95,11,8,951108,-2,-179.88,-4.3,-3.2,76.8,27.38,28.21
90276,95,11,9,951109,-2,-179.88,-3,-4.2,74.2,27.3,28.28
90277,95,11,10,951110,-1.99,-179.88,-3.7,0.4,75.5,27.5,28.38
90278,95,11,11,951111,-1.98,-179.89,-5.3,1.5,75.9,27.58,28.23
90279,95,11,12,951112,-1.99,-179.88,-5.9,-1,78.9,27.58,28.1
90280,95,11,13,951113,-2,-179.88,-5.9,-5.7,78.1,27.5,27.97
90281,95,11,14,951114,-2,-179.87,-3.3,-1.2,78.1,27.22,27.94
90282,95,11,15,951115,-2,-179.87,-6.3,1.6,80.2,27.54,27.86
90283,95,11,16,951116,-2,-179.87,-4.2,-1.5,78.9,27.42,27.78
90284,95,11,17,951117,-2.01,-179.88,-4.1,-4,75.9,27.22,27.71
90285,95,11,18,951118,-1.99,-179.87,-5.6,-0.4,77.2,27.5,27.73
90286,95,11,19,951119,-1.99,-179.88,-7,-0.6,80.2,27.74,27.75
90287,95,11,20,951120,-2,-179.88,-6.1,-2.8,79.8,27.62,27.74
90288,95,11,21,951121,-1.99,-179.88,-6.4,-1.9,76.8,27.42,27.71
90289,95,11,22,951122,-1.99,-179.88,-4.5,-2.5,73.8,27.34,27.72
90290,95,11,23,951123,-1.99,-179.87,-4.5,-4.4,76.4,27.34,27.98
90291,95,11,24,951124,-1.99,-179.87,-3.5,-2.5,71.2,27.18,28.07
90292,95,11,25,951125,-1.98,-179.88,-2.9,-1.1,70.8,26.93,28.47
90293,95,11,26,951126,-1.99,-179.88,-3.1,-2.8,71.7,26.97,28.47
90294,95,11,27,951127,-1.99,-179.87,-2.5,-2.9,71.7,26.93,28.4
90295,95,11,28,951128,-1.99,-179.86,-3,-2.6,72.5,26.93,28.41
90296,95,11,29,951129,-2,-179.86,-2,-4.4,75.5,27.1,27.97
90297,95,11,30,951130,-2,-179.87,-1.7,-2.2,76.8,27.06,27.78
90298,95,12,1,951201,-2,-179.87,-0.4,0.5,73.8,27.5,28.2
90299,95,12,2,951202,-2,-179.87,-1,-1.4,73.8,27.34,28.64
90300,95,12,3,951203,-2,-179.86,-3.3,-2.8,75.5,27.42,28.36
90301,95,12,4,951204,-2,-179.87,-3.5,-2.7,79.4,27.46,28.02
90302,95,12,5,951205,-1.99,-179.87,-3.3,-4.8,80.2,27.54,27.96
90303,95,12,6,951206,-1.99,-179.87,-2.2,-2.8,78.1,27.3,27.97
90304,95,12,7,951207,-1.99,-179.87,-3.2,-0.6,77.7,27.46,28.17
90305,95,12,8,951208,-1.99,-179.86,-1.2,-1.7,76.4,27.74,28.58
90306,95,12,9,951209,-1.98,-179.87,-2.7,-3.5,80.7,27.78,28.5
90307,95,12,10,951210,-1.99,-179.87,-2.8,-4.5,76.8,27.7,28.3
90308,95,12,11,951211,-1.99,-179.88,-2.9,-1.1,78.9,27.54,28.58
90309,95,12,12,951212,-1.99,-179.86,-4,-3.6,77.7,27.82,28.94
90310,95,12,13,951213,-1.99,-179.87,-1.8,-2.7,77.7,27.7,28.95
90311,95,12,14,951214,-1.99,-179.87,-1.4,-1.5,77.2,27.66,28.98
90312,95,12,15,951215,-2,-179.86,-1.2,-4.6,79.8,27.74,28.75
90313,95,12,16,951216,-1.99,-179.87,-0.6,-5.2,77.7,27.74,28.55
90314,95,12,17,951217,-2,-179.86,-3,-1.8,76.8,27.82,28.64
90315,95,12,18,951218,-1.99,-179.87,-1.5,-2.5,77.2,27.7,28.88
90316,95,12,19,951219,-1.99,-179.87,-2.8,-4.5,78.9,27.78,28.7
90317,95,12,20,951220,-2,-179.87,-1.1,-5.4,80.2,28.11,28.67
90318,95,12,21,951221,-2,-179.86,-3.6,-3.5,80.2,28.15,28.89
90319,95,12,22,951222,-2.01,-179.86,-4.2,-2.3,79.8,28.07,28.94
90320,95,12,23,951223,-2,-179.87,-4.4,-2.3,80.2,28.03,28.9
90321,95,12,24,951224,-2,-179.87,-3.4,-4,78.1,28.03,28.82
90322,95,12,25,951225,-1.99,-179.87,-5.6,-3.1,78.9,28.07,28.77
90323,95,12,26,951226,-2,-179.87,-6.7,-0.8,75.5,28.11,28.66
90324,95,12,27,951227,-2,-179.87,-6.1,-2.2,78.1,28.07,28.6
90325,95,12,28,951228,-2,-179.87,-5.5,-5.6,77.7,27.9,28.59
90326,95,12,29,951229,-2,-179.87,-4.7,-4.3,75.1,27.7,28.56
90327,95,12,30,951230,-1.99,-179.86,-4.2,-2.1,76.8,27.62,28.49
90328,95,12,31,951231,-1.99,-179.86,-4.7,-1.2,77.2,27.62,28.34
90329,96,1,1,960101,-1.99,-179.87,-3.9,-1.1,74.2,27.54,28.31
90330,96,1,2,960102,-2,-179.88,-1.5,-1.7,74.2,27.18,28.5
90331,96,1,3,960103,-2,-179.87,-2.7,-2.9,75.5,27.26,28.38
90332,96,1,4,960104,-2,-179.86,-4,-2,73.4,27.42,28.29
90333,96,1,5,960105,-2,-179.87,-4.4,-1.7,73.8,27.58,28.45
90334,96,1,6,960106,-2,-179.87,-4.6,-3.3,74.7,27.54,28.23
90335,96,1,7,960107,-2,-179.87,-4.3,-3.2,75.1,27.5,28.1
90336,96,1,8,960108,-2,-179.87,-6.4,-1.7,76.8,27.99,28.13
90337,96,1,9,960109,-2,-179.87,-5.2,-1.7,73.8,27.78,28.23
90338,96,1,10,960110,-2,-179.88,-4,-3.2,77.2,27.82,28.33
90339,96,1,11,960111,-2,-179.88,-5.2,-3,78.1,27.99,28.39
90340,96,1,12,960112,-2,-179.88,-6.4,-2.1,75.1,27.99,28.31
90341,96,1,13,960113,-1.99,-179.88,-6.4,-0.7,75.5,28.15,28.29
90342,96,1,14,960114,-1.99,-179.88,-6.2,-3.2,75.9,28.15,28.5
90343,96,1,15,960115,-1.98,-179.88,-6.1,-4.3,74.2,27.99,28.6
90344,96,1,16,960116,-2,-179.88,-7.7,-0.9,71.7,28.11,28.56
90345,96,1,17,960117,-1.99,-179.88,-6.9,-0.8,72.9,28.19,28.73
90346,96,1,18,960118,-1.99,-179.87,-4.6,-2.1,70.4,27.7,28.73
90347,96,1,19,960119,-1.99,-179.87,-3.9,-1.1,67.8,27.58,28.8
90348,96,1,20,960120,-2,-179.88,-4.9,0.3,68.7,27.7,28.79
90349,96,1,21,960121,-1.99,-179.88,-4.6,-1.9,70.4,27.74,28.79
90350,96,1,22,960122,-1.99,-179.88,-4.8,-3.9,78.5,27.7,28.91
90351,96,1,23,960123,-1.99,-179.88,-6.9,-4.1,77.2,27.9,28.58
90352,96,1,24,960124,-1.99,-179.88,-7.2,-3,75.1,27.78,28.57
90353,96,1,25,960125,-1.99,-179.87,-6.2,-1.6,75.9,27.82,28.59
90354,96,1,26,960126,-1.99,-179.87,-6.5,-2.5,77.2,27.9,28.53
90355,96,1,27,960127,-2,-179.87,-6.5,-3.8,76.4,27.66,28.38
90356,96,1,28,960128,-2,-179.87,-5.7,-2.3,76.8,27.38,28.14
90357,96,1,29,960129,-2,-179.87,-5.8,-0.6,78.9,27.34,27.85
90358,96,1,30,960130,-2.01,-179.87,-7.5,-1.1,79.8,27.54,27.65
90359,96,1,31,960131,-2,-179.87,-5.8,-3.7,77.7,27.22,27.63
90360,96,2,1,960201,-2,-179.86,-5.9,-2.9,76.4,27.1,27.61
90361,96,2,2,960202,-1.99,-179.88,-6.6,-1.7,78.5,27.22,27.6
90362,96,2,3,960203,-1.99,-179.88,-7.8,-2.1,80.2,27.3,27.34
90363,96,2,4,960204,-1.99,-179.88,-8.4,-1.6,75.5,27.42,27.51
90364,96,2,5,960205,-1.98,-179.88,-7.8,-1.9,75.1,27.34,27.5
90365,96,2,6,960206,-1.99,-179.88,-7.5,-1.3,77.2,27.38,27.32
90366,96,2,7,960207,-1.99,-179.88,-7.3,-0.9,76.4,27.5,27.33
90367,96,2,8,960208,-2,-179.88,-6,-0.3,83.2,27.14,27.49
90368,96,2,9,960209,-1.99,-179.88,-5.9,-4.3,80.2,27.22,27.65
90369,96,2,10,960210,-1.98,-179.88,-6.1,-4.1,74.7,27.18,27.61
90370,96,2,11,960211,-1.99,-179.88,-4.7,-1.2,72.9,27.02,27.69
90371,96,2,12,960212,-1.98,-179.87,-3.7,-2.5,74.2,26.93,27.84
90372,96,2,13,960213,-1.98,-179.88,-4.7,-4.1,75.5,27.06,27.91
90373,96,2,14,960214,-1.99,-179.88,-5.6,-1.5,76.8,27.3,27.9
90374,96,2,15,960215,-1.99,-179.88,-6.4,-1.7,77.7,27.58,28.06
90375,96,2,16,960216,-1.99,-179.88,-6.9,-2.7,78.5,27.58,28.1
90376,96,2,17,960217,-1.99,-179.88,-6.2,-3.4,79.4,27.42,28.18
90377,96,2,18,960218,-2,-179.88,-5.5,-4.2,79.4,27.26,27.91
90378,96,2,19,960219,-2,-179.88,-6.8,-5,76.4,27.06,27.73
90379,96,2,20,960220,-1.99,-179.88,-7.9,-4,75.5,27.1,27.34
90380,96,2,21,960221,-1.99,-179.89,-8.6,-1.6,76.8,27.3,27.4
90381,96,2,22,960222,-1.99,-179.88,-6.2,-3.4,77.7,27.22,27.62
90382,96,2,23,960223,-1.99,-179.88,-5.9,-5.3,73.8,26.93,27.87
90383,96,2,24,960224,-1.98,-179.88,-6,-3.7,73.8,26.89,28.12
90384,96,2,25,960225,-1.98,-179.88,-6,-0.5,74.2,27.1,28.07
90385,96,2,26,960226,-1.98,-179.88,-5.2,-0.2,76.4,26.93,28.07
90386,96,2,27,960227,-2.01,-179.89,-4.6,-3.1,80.7,26.65,27.79
90387,96,2,28,960228,-2,-179.88,-4.1,-3,79.8,25.96,27.49
90388,96,2,29,960229,-2,-179.88,-3.3,-3,79.8,25.84,26.37
90389,96,3,1,960301,-2,-179.88,-4.7,-2.7,80.2,26.37,26.66
90390,96,3,2,960302,-1.99,-179.88,-5.5,-2.7,79.4,26.65,27.21
90391,96,3,3,960303,-1.99,-179.88,-5.8,-1.4,80.7,26.85,27.35
90392,96,3,4,960304,-2,-179.88,-4.7,-2.9,82.8,26.73,27.31
90393,96,3,5,960305,-2,-179.88,-4.9,-4.3,83.6,26.77,26.89
90394,96,3,6,960306,-1.99,-179.88,-6,-3.5,79.4,27.06,27.48
90395,96,3,7,960307,-1.97,-179.88,-7.7,-2.5,75.5,27.7,28.37
90396,96,3,8,960308,-1.99,-179.87,-7.5,-1.3,76.8,27.86,28.57
90397,96,3,9,960309,-1.99,-179.87,-9,-2.9,80.7,27.9,28.71
90398,96,3,10,960310,-1.99,-179.88,-7.2,-3.5,77.7,27.86,28.74
90399,96,3,11,960311,-1.99,-179.87,-8,-2.1,78.5,27.86,28.68
90400,96,3,12,960312,-2,-179.86,-8.4,-3.4,78.1,27.66,28.59
90401,96,3,13,960313,-2,-179.87,-8,-2.9,79.8,27.5,28.35
90402,96,3,14,960314,-2,-179.87,-6.1,-0.9,82.4,27.02,28.04
90403,96,3,15,960315,-2,-179.87,-4.3,-1.3,81.1,27.1,27.93
90404,96,3,16,960316,-2,-179.87,-4.2,-3.6,81.5,27.18,27.78
90405,96,3,17,960317,-2,-179.88,-3.2,-2.5,79.8,27.06,27.72
90406,96,3,18,960318,-2,-179.88,-3.7,-2.7,82.8,27.14,27.61
90407,96,3,19,960319,-2,-179.88,-6.8,-1.9,82.8,27.26,27.42
90408,96,3,20,960320,-2.01,-179.88,-6.9,-2.3,81.1,27.14,27.17
90409,96,3,21,960321,-2,-179.88,-5.4,-3.8,80.2,26.97,27.19
90410,96,3,22,960322,-2,-179.88,-5.8,-1.8,80.2,26.93,27.43
90411,96,3,23,960323,-1.99,-179.88,-5.8,-1.4,80.7,27.14,27.45
90412,96,3,24,960324,-1.99,-179.88,-4.9,-2.8,77.7,27.1,27.55
90413,96,3,25,960325,-1.99,-179.88,-5,-3.2,79.4,27.3,27.81
90414,96,3,26,960326,-1.99,-179.88,-6.5,-1.3,81.9,27.62,27.96
90415,96,3,27,960327,-1.98,-179.88,-6.9,-1,79.4,27.66,28.02
90416,96,3,28,960328,-1.98,-179.88,-6,-1.6,82.8,27.54,28.05
90417,96,3,29,960329,-1.98,-179.88,-7.7,-2.7,81.5,27.62,28.15
90418,96,3,30,960330,-1.99,-179.88,-6.2,-3.2,81.9,27.46,27.91
90419,96,3,31,960331,-2,-179.87,-6.1,-1.1,83.2,27.3,27.88
90420,96,4,1,960401,-2,-179.87,-6.4,-1.7,85.4,27.06,27.24
90421,96,4,2,960402,-1.99,-179.88,-6.2,-1.8,85.8,27.3,27.12
90422,96,4,3,960403,-2.01,-179.88,-7.2,-2.8,81.9,27.3,27.3
90423,96,4,4,960404,-2,-179.88,-7.9,-1.5,78.1,27.18,27.15
90424,96,4,5,960405,-2,-179.88,-6.9,-1.4,79.8,27.1,27.25
90425,96,4,6,960406,-1.99,-179.89,-7.2,-1.6,80.7,27.18,27.31
90426,96,4,7,960407,-1.99,-179.88,-4.4,-1.7,80.2,26.97,27.19
90427,96,4,8,960408,-1.99,-179.88,-1.8,-2.5,81.1,27.06,27.67
90428,96,4,9,960409,-1.99,-179.88,-1.9,-2.2,80.2,27.1,27.71
90429,96,4,10,960410,-1.98,-179.88,-2.9,-1.5,79.4,27.42,28.06
90430,96,4,11,960411,-1.98,-179.88,-3,-4,80.7,27.42,28.37
90431,96,4,12,960412,-1.98,-179.86,-3.6,-3.5,79.8,27.5,28.72
90432,96,4,13,960413,-1.99,-179.87,-4.8,-3.3,79.8,27.62,28.79
90433,96,4,14,960414,-2,-179.87,-5.3,-2.8,80.7,27.54,28.72
90434,96,4,15,960415,-2,-179.86,-5.9,-0.8,84.1,27.34,28.1
90435,96,4,16,960416,-2,-179.87,-5,-0.1,83.6,27.34,27.87
90436,96,4,17,960417,-2,-179.87,-5.6,-3.5,83.6,27.42,27.57
90437,96,4,18,960418,-2,-179.88,-4.5,0.3,84.1,27.18,27.46
90438,96,4,19,960419,-2,-179.87,-4.1,-0.9,84.9,27.3,27.58
90439,96,4,20,960420,-1.99,-179.88,-3.8,-3.9,83.2,27.5,27.68
90440,96,4,21,960421,-2,-179.88,-4.4,-4,82.8,27.34,27.49
90441,96,4,22,960422,-2,-179.88,-5.2,-2,82.4,27.42,27.49
90442,96,4,23,960423,-2,-179.87,-5.9,-0.8,83.6,27.54,27.52
90443,96,4,24,960424,-2,-179.88,-6,-1.6,83.6,27.7,27.6
90444,96,4,25,960425,-2,-179.88,-5.3,-2.4,83.6,27.74,27.8
90445,96,4,26,960426,-2,-179.88,-4.1,-2.6,81.9,27.54,27.89
90446,96,4,27,960427,-1.99,-179.88,-4.4,-2.3,77.7,27.99,27.89
90447,96,4,28,960428,-1.99,-179.88,-4.8,-1.6,77.2,28.19,28.39
90448,96,4,29,960429,-1.98,-179.87,-6.3,-0.1,81.5,27.95,28.6
90449,96,4,30,960430,-1.99,-179.88,-6.1,-2.4,78.1,28.55,28.75
90450,96,5,1,960501,-1.99,-179.88,-5.1,-2.8,77.7,28.51,29.01
90451,96,5,2,960502,-1.99,-179.88,-6.2,-0.3,76.4,28.59,29.04
90452,96,5,3,960503,-1.98,-179.88,-7.2,-0.7,78.9,28.75,29.05
90453,96,5,4,960504,-1.99,-179.88,-7.7,-2.3,78.9,28.63,29.08
90454,96,5,5,960505,-1.99,-179.89,-7,-3.1,78.1,28.47,29.07
90455,96,5,6,960506,-1.99,-179.88,-6.2,-3.2,78.5,28.43,28.95
90456,96,5,7,960507,-1.99,-179.88,-5.1,-0.7,75.1,28.31,28.95
90457,96,5,8,960508,-2,-179.87,-4.9,-2.4,71.7,28.07,28.98
90458,96,5,9,960509,-2,-179.87,-5.9,-2.2,76.4,27.95,28.87
90459,96,5,10,960510,-2,-179.87,-4.7,-0.8,81.5,27.66,28.91
90460,96,5,11,960511,-1.99,-179.87,-4.5,-2.5,83.2,27.74,28.9
90461,96,5,12,960512,-2,-179.87,-5,-4.9,80.7,27.95,28.78
